timestamp,temparature,humidity
2025-12-16 02:46:24,40.500,29.4
2025-12-16 02:46:29,40.425,29.7
2025-12-16 02:46:34,40.519,29.1
2025-12-16 02:46:39,40.369,29.5
2025-12-16 02:46:44,40.463,29.3
2025-12-16 02:46:49,40.444,29.9
2025-12-16 02:46:54,40.556,29.4
2025-12-16 02:46:59,40.369,29.4
2025-12-16 02:47:04,40.500,29.4
2025-12-16 02:47:09,40.575,29.5
2025-12-16 02:47:14,40.706,29.3
2025-12-16 02:47:19,40.556,29.4
2025-12-16 02:47:24,40.762,29.4
2025-12-16 02:47:29,40.706,29.2
2025-12-16 02:47:34,40.669,29.3
2025-12-16 02:47:39,40.800,29.6
2025-12-16 02:47:44,40.744,29.1
2025-12-16 02:47:49,40.931,29.3
2025-12-16 02:47:54,40.856,29.4
2025-12-16 02:47:59,41.024,29.3
2025-12-16 02:48:04,41.081,29.3
2025-12-16 02:48:09,41.043,29.3
2025-12-16 02:48:14,41.193,29.0
2025-12-16 02:48:19,41.099,29.1
2025-12-16 02:48:24,41.137,28.8
2025-12-16 02:48:29,41.081,29.1
2025-12-16 02:48:34,41.137,29.0
2025-12-16 02:48:39,41.081,28.8
2025-12-16 02:48:44,41.231,28.9
2025-12-16 02:48:49,41.212,29.0
2025-12-16 02:48:54,41.418,28.8
2025-12-16 02:48:59,41.287,28.9
2025-12-16 02:49:04,41.399,29.0
2025-12-16 02:49:09,41.362,28.9
2025-12-16 02:49:14,41.399,28.6
2025-12-16 02:49:19,41.512,28.5
2025-12-16 02:49:24,41.624,28.7
2025-12-16 02:49:29,41.512,28.5
2025-12-16 02:49:34,41.568,28.5
2025-12-16 02:49:39,41.568,28.4
2025-12-16 02:49:44,41.512,28.4
2025-12-16 02:49:49,41.568,28.3
2025-12-16 02:49:54,41.493,28.5
2025-12-16 02:49:59,41.437,28.4
2025-12-16 02:50:04,41.530,28.3
2025-12-16 02:50:09,41.624,28.5
2025-12-16 02:50:14,41.493,28.5
2025-12-16 02:50:19,41.549,28.4
2025-12-16 02:50:24,41.586,28.5
2025-12-16 02:50:29,41.530,28.3
2025-12-16 02:50:34,41.643,28.4
2025-12-16 02:50:39,41.774,28.0
2025-12-16 02:50:44,41.905,28.0
2025-12-16 02:50:49,41.643,28.1
2025-12-16 02:50:54,41.624,28.1
2025-12-16 02:50:59,41.680,28.3
2025-12-16 02:51:04,41.680,28.0
2025-12-16 02:51:09,41.793,28.2
2025-12-16 02:51:14,42.017,28.1
2025-12-16 02:51:19,41.980,28.1
2025-12-16 02:51:24,41.886,27.9
2025-12-16 02:51:29,42.111,27.9
2025-12-16 02:51:34,41.849,27.5
2025-12-16 02:51:39,42.092,28.0
2025-12-16 02:51:44,41.999,27.7
2025-12-16 02:51:49,42.055,27.9
2025-12-16 02:51:54,41.961,27.9
2025-12-16 02:51:59,42.055,27.6
2025-12-16 02:52:04,41.980,27.8
2025-12-16 02:52:09,42.205,27.5
2025-12-16 02:52:14,42.167,27.6
2025-12-16 02:52:19,42.186,27.5
2025-12-16 02:52:24,42.261,27.7
2025-12-16 02:52:29,42.186,27.5
2025-12-16 02:52:34,42.298,27.5
2025-12-16 02:52:39,42.111,27.3
2025-12-16 02:52:44,42.111,27.6
2025-12-16 02:52:49,42.261,27.5
2025-12-16 02:52:54,42.148,27.5
2025-12-16 02:52:59,42.167,27.5
2025-12-16 02:53:04,42.223,27.5
2025-12-16 02:53:09,42.073,27.3
2025-12-16 02:53:14,42.186,27.5
2025-12-16 02:53:19,42.261,27.4
2025-12-16 02:53:24,42.205,27.5
2025-12-16 02:53:29,42.280,27.2
2025-12-16 02:53:34,42.317,27.1
2025-12-16 02:53:39,42.167,26.9
2025-12-16 02:53:44,42.223,26.5
2025-12-16 02:53:49,42.429,26.7
2025-12-16 02:53:54,42.280,26.6
2025-12-16 02:53:59,42.280,26.4
2025-12-16 02:54:04,42.354,26.3
2025-12-16 02:54:10,42.317,26.3
2025-12-16 02:54:15,42.111,26.0
2025-12-16 02:54:20,42.261,26.1
2025-12-16 02:54:25,42.280,25.9
2025-12-16 02:54:30,42.298,25.8
2025-12-16 02:54:35,42.354,25.3
2025-12-16 02:54:40,42.448,25.2
2025-12-16 02:54:45,42.242,25.5
2025-12-16 02:54:50,42.336,25.3
2025-12-16 02:54:55,42.261,25.3
2025-12-16 02:55:00,42.448,25.9
2025-12-16 02:55:05,42.336,25.6
2025-12-16 02:55:10,42.392,25.8
2025-12-16 02:55:15,42.373,25.7
2025-12-16 02:55:20,42.504,25.6
2025-12-16 02:55:25,42.448,25.5
2025-12-16 02:55:30,42.317,25.5
2025-12-16 02:55:35,42.523,25.5
2025-12-16 02:55:40,42.486,25.6
2025-12-16 02:55:45,42.486,25.5
2025-12-16 02:55:50,42.411,25.8
2025-12-16 02:55:55,42.673,25.9
2025-12-16 02:56:00,42.692,25.6
2025-12-16 02:56:05,42.841,25.3
2025-12-16 02:56:10,42.617,25.5
2025-12-16 02:56:15,42.692,25.7
2025-12-16 02:56:20,42.710,25.6
2025-12-16 02:56:25,42.654,25.5
2025-12-16 02:56:30,42.673,25.4
2025-12-16 02:56:35,42.654,25.5
2025-12-16 02:56:40,42.654,25.2
2025-12-16 02:56:45,42.561,25.3
2025-12-16 02:56:50,42.448,25.1
2025-12-16 02:56:55,42.354,25.4
2025-12-16 02:57:00,42.354,25.4
2025-12-16 02:57:05,42.373,25.5
2025-12-16 02:57:10,42.392,25.9
2025-12-16 02:57:15,42.654,25.9
2025-12-16 02:57:20,42.617,25.8
2025-12-16 02:57:25,42.841,25.8
2025-12-16 02:57:30,42.523,25.8
2025-12-16 02:57:35,42.654,25.9
2025-12-16 02:57:40,42.748,25.7
2025-12-16 02:57:45,42.579,26.1
2025-12-16 02:57:50,42.542,25.9
2025-12-16 02:57:55,42.486,26.1
2025-12-16 02:58:00,42.617,25.9
2025-12-16 02:58:05,42.804,26.1
2025-12-16 02:58:10,42.729,26.0
2025-12-16 02:58:15,42.710,25.8
2025-12-16 02:58:20,42.673,25.9
2025-12-16 02:58:25,42.823,26.1
2025-12-16 02:58:30,42.579,25.9
2025-12-16 02:58:35,42.710,26.0
2025-12-16 02:58:40,42.692,26.1
2025-12-16 02:58:45,42.692,26.1
2025-12-16 02:58:50,42.635,25.9
2025-12-16 02:58:55,42.710,26.1
2025-12-16 02:59:00,42.767,26.7
2025-12-16 02:59:05,42.991,26.5
2025-12-16 02:59:10,42.860,26.6
2025-12-16 02:59:15,42.898,25.7
2025-12-16 02:59:20,42.767,26.9
2025-12-16 02:59:25,42.860,26.3
2025-12-16 02:59:30,42.898,26.5
2025-12-16 02:59:35,42.860,26.4
2025-12-16 02:59:40,42.916,26.2
2025-12-16 02:59:45,43.066,25.7
2025-12-16 02:59:50,42.710,26.0
2025-12-16 02:59:55,42.673,26.3
2025-12-16 03:00:00,42.841,26.2
2025-12-16 03:00:05,42.973,26.7
2025-12-16 03:00:10,42.935,26.2
2025-12-16 03:00:15,42.973,26.4
2025-12-16 03:00:20,42.973,26.3
2025-12-16 03:00:25,42.973,26.2
2025-12-16 03:00:30,42.767,26.3
2025-12-16 03:00:35,42.973,26.1
2025-12-16 03:00:40,43.085,26.3
2025-12-16 03:00:45,43.066,26.3
2025-12-16 03:00:50,43.085,26.6
2025-12-16 03:00:55,43.066,26.2
2025-12-16 03:01:00,43.010,26.2
2025-12-16 03:01:05,43.197,26.1
2025-12-16 03:01:10,43.104,26.4
2025-12-16 03:01:15,43.085,26.0
2025-12-16 03:01:20,43.104,25.8
2025-12-16 03:01:25,43.066,26.1
2025-12-16 03:01:30,43.179,26.0
2025-12-16 03:01:35,43.085,26.0
2025-12-16 03:01:40,43.029,26.1
2025-12-16 03:01:45,43.179,26.4
2025-12-16 03:01:50,43.122,26.1
2025-12-16 03:01:55,43.179,26.0
2025-12-16 03:02:00,42.916,26.1
2025-12-16 03:02:05,42.973,26.2
2025-12-16 03:02:10,43.104,26.1
2025-12-16 03:02:15,43.254,26.2
2025-12-16 03:02:20,43.141,26.0
2025-12-16 03:02:25,43.216,26.1
2025-12-16 03:02:30,43.254,26.1
2025-12-16 03:02:35,43.160,26.3
2025-12-16 03:02:40,43.310,26.0
2025-12-16 03:02:45,43.179,26.2
2025-12-16 03:02:50,43.329,26.2
2025-12-16 03:02:55,43.366,26.2
2025-12-16 03:03:00,43.422,26.2
2025-12-16 03:03:05,43.235,26.2
2025-12-16 03:03:10,43.403,26.2
2025-12-16 03:03:15,43.291,26.1
2025-12-16 03:03:20,43.366,26.3
2025-12-16 03:03:26,43.272,26.0
2025-12-16 03:03:31,43.272,26.3
2025-12-16 03:03:36,43.385,25.9
2025-12-16 03:03:41,43.422,26.1
2025-12-16 03:03:46,43.403,26.0
2025-12-16 03:03:51,43.553,26.1
2025-12-16 03:03:56,43.385,26.1
2025-12-16 03:04:01,43.591,25.9
2025-12-16 03:04:06,43.460,26.1
2025-12-16 03:04:11,43.591,26.1
2025-12-16 03:04:16,43.572,26.1
2025-12-16 03:04:21,43.516,25.9
2025-12-16 03:04:26,43.666,26.0
2025-12-16 03:04:31,43.497,25.9
2025-12-16 03:04:36,43.460,25.7
2025-12-16 03:04:41,43.553,25.9
2025-12-16 03:04:46,43.628,25.9
2025-12-16 03:04:51,43.591,25.7
2025-12-16 03:04:56,43.478,25.7
2025-12-16 03:05:01,43.497,25.9
2025-12-16 03:05:06,43.347,26.2
2025-12-16 03:05:11,43.385,25.9
2025-12-16 03:05:16,43.329,26.0
2025-12-16 03:05:21,43.385,25.9
2025-12-16 03:05:26,43.478,26.2
2025-12-16 03:05:31,43.516,26.1
2025-12-16 03:05:36,43.478,26.0
2025-12-16 03:05:41,43.610,25.9
2025-12-16 03:05:46,43.422,25.9
2025-12-16 03:05:51,43.535,25.5
2025-12-16 03:05:56,43.516,25.9
2025-12-16 03:06:01,43.535,26.0
2025-12-16 03:06:06,43.310,26.0
2025-12-16 03:06:11,43.553,26.1
2025-12-16 03:06:16,43.403,25.7
2025-12-16 03:06:21,43.460,25.9
2025-12-16 03:06:26,43.441,26.2
2025-12-16 03:06:31,43.553,25.9
2025-12-16 03:06:36,43.553,25.7
2025-12-16 03:06:41,43.572,26.0
2025-12-16 03:06:46,43.591,25.8
2025-12-16 03:06:51,43.441,25.7
2025-12-16 03:06:56,43.516,25.8
2025-12-16 03:07:01,43.572,25.8
2025-12-16 03:07:06,43.535,25.9
2025-12-16 03:07:11,43.684,25.9
2025-12-16 03:07:16,43.666,26.1
2025-12-16 03:07:21,43.441,25.9
2025-12-16 03:07:26,43.422,25.9
2025-12-16 03:07:31,43.497,26.0
2025-12-16 03:07:36,43.628,25.9
2025-12-16 03:07:41,43.497,25.8
2025-12-16 03:07:46,43.272,25.7
2025-12-16 03:07:51,43.403,25.8
2025-12-16 03:07:56,43.591,25.8
2025-12-16 03:08:01,43.460,26.0
2025-12-16 03:08:06,43.591,26.2
2025-12-16 03:08:11,43.647,25.9
2025-12-16 03:08:16,43.572,25.5
2025-12-16 03:08:21,43.666,25.7
2025-12-16 03:08:26,43.647,25.9
2025-12-16 03:08:31,43.610,25.8
2025-12-16 03:08:36,43.628,26.0
2025-12-16 03:08:41,43.441,26.0
2025-12-16 03:08:46,43.778,25.9
2025-12-16 03:08:51,43.684,25.5
2025-12-16 03:08:56,43.722,25.7
2025-12-16 03:09:01,43.797,25.8
2025-12-16 03:09:06,43.647,26.0
2025-12-16 03:09:11,43.666,26.1
2025-12-16 03:09:16,43.535,25.8
2025-12-16 03:09:21,43.703,25.8
2025-12-16 03:09:26,43.722,25.8
2025-12-16 03:09:31,43.722,25.7
2025-12-16 03:09:36,43.722,26.3
2025-12-16 03:09:41,43.797,26.0
2025-12-16 03:09:46,43.703,25.7
2025-12-16 03:09:51,43.834,25.7
2025-12-16 03:09:56,43.610,25.8
2025-12-16 03:10:01,43.516,25.8
2025-12-16 03:10:06,43.572,25.8
2025-12-16 03:10:11,43.722,25.9
2025-12-16 03:10:16,43.497,25.7
2025-12-16 03:10:21,43.684,26.0
2025-12-16 03:10:26,43.497,25.9
2025-12-16 03:10:31,43.647,26.0
2025-12-16 03:10:36,43.666,26.0
2025-12-16 03:10:41,43.610,26.1
2025-12-16 03:10:46,43.628,25.7
2025-12-16 03:10:51,43.553,25.8
2025-12-16 03:10:56,43.572,26.0
2025-12-16 03:11:01,43.647,26.1
2025-12-16 03:11:06,43.572,25.9
2025-12-16 03:11:11,43.591,25.5
2025-12-16 03:11:16,43.778,25.6
2025-12-16 03:11:21,43.628,25.8
2025-12-16 03:11:26,43.741,25.8
2025-12-16 03:11:31,43.722,25.8
2025-12-16 03:11:36,43.591,25.6
2025-12-16 03:11:41,43.703,25.7
2025-12-16 03:11:46,43.610,25.6
2025-12-16 03:11:51,43.722,25.5
2025-12-16 03:11:56,43.816,25.4
2025-12-16 03:12:01,43.703,25.7
2025-12-16 03:12:06,43.703,25.5
2025-12-16 03:12:11,43.872,25.5
2025-12-16 03:12:16,43.759,25.7
2025-12-16 03:12:21,43.853,25.7
2025-12-16 03:12:26,43.834,25.8
2025-12-16 03:12:31,43.816,25.6
2025-12-16 03:12:36,43.834,25.6
2025-12-16 03:12:41,43.666,25.7
2025-12-16 03:12:46,43.722,25.7
2025-12-16 03:12:51,43.703,25.4
2025-12-16 03:12:56,43.816,25.8
2025-12-16 03:13:01,43.722,26.0
2025-12-16 03:13:06,43.816,25.9
2025-12-16 03:13:11,43.984,25.7
2025-12-16 03:13:16,43.778,25.8
2025-12-16 03:13:21,43.834,25.8
2025-12-16 03:13:26,43.928,25.8
2025-12-16 03:13:31,43.741,25.5
2025-12-16 03:13:36,43.759,25.3
2025-12-16 03:13:41,43.797,25.8
2025-12-16 03:13:47,43.816,25.6
2025-12-16 03:13:52,43.928,25.7
2025-12-16 03:13:57,43.947,25.9
2025-12-16 03:14:02,43.853,25.9
2025-12-16 03:14:07,43.890,25.8
2025-12-16 03:14:12,44.003,25.6
2025-12-16 03:14:17,43.741,25.7
2025-12-16 03:14:22,43.816,25.8
2025-12-16 03:14:27,43.928,25.8
2025-12-16 03:14:32,43.984,26.1
2025-12-16 03:14:37,44.115,25.6
2025-12-16 03:14:42,43.984,25.6
2025-12-16 03:14:47,43.909,25.5
2025-12-16 03:14:52,44.003,25.7
2025-12-16 03:14:57,43.909,25.6
2025-12-16 03:15:02,43.722,25.7
2025-12-16 03:15:07,43.797,25.8
2025-12-16 03:15:12,43.928,25.8
2025-12-16 03:15:17,43.928,25.4
2025-12-16 03:15:22,43.947,25.5
2025-12-16 03:15:27,43.909,25.7
2025-12-16 03:15:32,44.022,25.7
2025-12-16 03:15:37,44.003,25.2
2025-12-16 03:15:42,44.022,25.4
2025-12-16 03:15:47,43.853,25.3
2025-12-16 03:15:52,44.040,25.6
2025-12-16 03:15:57,44.078,25.6
2025-12-16 03:16:02,44.022,25.5
2025-12-16 03:16:07,44.097,25.7
2025-12-16 03:16:12,43.947,25.6
2025-12-16 03:16:17,44.022,25.7
2025-12-16 03:16:22,44.059,25.6
2025-12-16 03:16:27,44.265,25.4
2025-12-16 03:16:32,44.153,25.6
2025-12-16 03:16:37,44.078,25.5
2025-12-16 03:16:42,44.115,25.4
2025-12-16 03:16:47,44.171,25.4
2025-12-16 03:16:52,44.190,25.4
2025-12-16 03:16:57,44.340,25.6
2025-12-16 03:17:02,44.003,25.3
2025-12-16 03:17:07,44.078,25.5
2025-12-16 03:17:12,44.097,25.4
2025-12-16 03:17:17,44.246,25.6
2025-12-16 03:17:22,44.228,25.4
2025-12-16 03:17:27,44.171,25.5
2025-12-16 03:17:32,44.359,25.2
2025-12-16 03:17:37,44.284,25.4
2025-12-16 03:17:42,44.228,25.3
2025-12-16 03:17:47,44.228,25.2
2025-12-16 03:17:52,44.246,25.0
2025-12-16 03:17:57,44.340,25.5
2025-12-16 03:18:02,44.246,25.2
2025-12-16 03:18:07,44.228,25.5
2025-12-16 03:18:12,44.153,25.4
2025-12-16 03:18:17,44.171,25.1
2025-12-16 03:18:22,44.153,25.0
2025-12-16 03:18:27,44.209,25.0
2025-12-16 03:18:32,44.134,25.1
2025-12-16 03:18:37,44.209,25.2
2025-12-16 03:18:42,44.303,25.0
2025-12-16 03:18:47,44.303,25.1
2025-12-16 03:18:52,44.246,25.5
2025-12-16 03:18:57,44.284,25.2
2025-12-16 03:19:02,44.340,25.1
2025-12-16 03:19:07,44.284,25.2
2025-12-16 03:19:12,44.284,25.0
2025-12-16 03:19:17,44.209,25.4
2025-12-16 03:19:22,44.209,25.2
2025-12-16 03:19:27,44.284,25.0
2025-12-16 03:19:32,44.359,25.0
2025-12-16 03:19:37,44.321,25.0
2025-12-16 03:19:42,44.378,24.9
2025-12-16 03:19:47,44.340,25.1
2025-12-16 03:19:52,44.340,25.3
2025-12-16 03:19:57,44.265,25.1
2025-12-16 03:20:02,44.321,24.8
2025-12-16 03:20:07,44.396,25.0
2025-12-16 03:20:12,44.284,24.8
2025-12-16 03:20:17,44.321,24.9
2025-12-16 03:20:22,44.284,24.8
2025-12-16 03:20:27,44.246,24.8
2025-12-16 03:20:32,44.284,24.9
2025-12-16 03:20:37,44.209,25.1
2025-12-16 03:20:42,44.321,24.9
2025-12-16 03:20:47,44.153,24.7
2025-12-16 03:20:52,44.340,24.8
2025-12-16 03:20:57,44.209,25.0
2025-12-16 03:21:02,44.303,24.7
2025-12-16 03:21:07,44.509,24.8
2025-12-16 03:21:12,44.209,25.4
2025-12-16 03:21:17,44.471,25.0
2025-12-16 03:21:22,44.396,25.1
2025-12-16 03:21:27,44.265,25.2
2025-12-16 03:21:32,44.378,25.2
2025-12-16 03:21:37,44.415,25.0
2025-12-16 03:21:42,44.340,23.8
2025-12-16 03:21:47,44.228,24.9
2025-12-16 03:21:52,44.097,24.7
2025-12-16 03:21:57,44.022,24.8
2025-12-16 03:22:02,44.078,24.9
2025-12-16 03:22:07,44.134,24.9
2025-12-16 03:22:12,44.303,25.0
2025-12-16 03:22:17,44.246,25.1
2025-12-16 03:22:22,44.171,25.4
2025-12-16 03:22:27,44.209,25.3
2025-12-16 03:22:32,44.265,24.9
2025-12-16 03:22:37,44.209,25.0
2025-12-16 03:22:42,44.321,24.8
2025-12-16 03:22:47,44.284,25.1
2025-12-16 03:22:52,44.434,25.1
2025-12-16 03:22:57,44.190,24.7
2025-12-16 03:23:02,44.209,25.0
2025-12-16 03:23:07,44.209,24.9
2025-12-16 03:23:12,44.452,25.0
2025-12-16 03:23:17,44.115,25.0
2025-12-16 03:23:22,44.359,24.9
2025-12-16 03:23:27,44.396,24.9
2025-12-16 03:23:32,44.321,25.1
2025-12-16 03:23:37,44.527,25.0
2025-12-16 03:23:42,44.303,24.8
2025-12-16 03:23:47,44.265,24.9
2025-12-16 03:23:52,44.303,25.0
2025-12-16 03:23:57,44.228,24.7
2025-12-16 03:24:02,44.209,24.8
2025-12-16 03:24:07,44.303,24.9
2025-12-16 03:24:12,44.265,24.7
2025-12-16 03:24:17,44.153,25.0
2025-12-16 03:24:23,44.340,25.0
2025-12-16 03:24:28,44.321,24.9
2025-12-16 03:24:33,44.340,24.5
2025-12-16 03:24:38,44.434,24.9
2025-12-16 03:24:43,44.340,24.8
2025-12-16 03:24:48,44.434,25.1
2025-12-16 03:24:53,44.190,24.7
2025-12-16 03:24:58,44.078,24.8
2025-12-16 03:25:03,44.153,24.6
2025-12-16 03:25:08,44.059,24.7
2025-12-16 03:25:13,43.984,24.7
2025-12-16 03:25:18,43.965,25.0
2025-12-16 03:25:23,44.003,24.6
2025-12-16 03:25:28,43.947,24.8
2025-12-16 03:25:33,43.965,24.8
2025-12-16 03:25:38,44.097,24.9
2025-12-16 03:25:43,44.246,24.6
2025-12-16 03:25:48,44.078,24.8
2025-12-16 03:25:53,44.246,24.8
2025-12-16 03:25:58,44.097,25.2
2025-12-16 03:26:03,43.984,25.0
2025-12-16 03:26:08,43.834,25.0
2025-12-16 03:26:13,43.759,25.1
2025-12-16 03:26:18,43.965,25.1
2025-12-16 03:26:23,43.872,25.0
2025-12-16 03:26:28,43.947,25.2
2025-12-16 03:26:33,43.984,25.1
2025-12-16 03:26:38,44.022,25.1
2025-12-16 03:26:43,43.872,25.4
2025-12-16 03:26:48,43.778,25.2
2025-12-16 03:26:53,43.666,24.9
2025-12-16 03:26:58,43.759,24.9
2025-12-16 03:27:03,43.909,25.3
2025-12-16 03:27:08,43.834,25.2
2025-12-16 03:27:13,43.778,24.9
2025-12-16 03:27:18,44.097,25.1
2025-12-16 03:27:23,43.984,25.4
2025-12-16 03:27:28,44.115,25.1
2025-12-16 03:27:33,43.890,25.3
2025-12-16 03:27:38,43.890,25.3
2025-12-16 03:27:43,43.797,25.7
2025-12-16 03:27:48,43.741,25.3
2025-12-16 03:27:53,43.591,25.1
2025-12-16 03:27:58,43.759,25.1
2025-12-16 03:28:03,43.722,25.7
2025-12-16 03:28:08,43.647,25.6
2025-12-16 03:28:13,43.647,25.6
2025-12-16 03:28:18,43.722,25.7
2025-12-16 03:28:23,43.628,25.9
2025-12-16 03:28:28,43.591,25.6
2025-12-16 03:28:33,43.460,25.7
2025-12-16 03:28:38,43.722,25.7
2025-12-16 03:28:43,43.572,25.5
2025-12-16 03:28:48,43.553,25.5
2025-12-16 03:28:53,43.816,25.5
2025-12-16 03:28:58,43.647,25.6
2025-12-16 03:29:03,43.572,25.5
2025-12-16 03:29:08,43.647,26.3
2025-12-16 03:29:13,43.535,25.7
2025-12-16 03:29:18,43.535,25.6
2025-12-16 03:29:23,43.666,25.8
2025-12-16 03:29:28,43.591,25.4
2025-12-16 03:29:33,43.535,25.7
2025-12-16 03:29:38,43.516,25.7
2025-12-16 03:29:43,43.422,25.6
2025-12-16 03:29:48,43.460,25.6
2025-12-16 03:29:53,43.422,25.5
2025-12-16 03:29:58,43.403,25.7
2025-12-16 03:30:03,43.460,25.7
2025-12-16 03:30:08,43.647,25.7
2025-12-16 03:30:13,43.684,25.6
2025-12-16 03:30:18,43.759,25.5
2025-12-16 03:30:23,43.834,25.5
2025-12-16 03:30:28,43.610,25.7
2025-12-16 03:30:33,43.572,25.7
2025-12-16 03:30:38,43.666,25.5
2025-12-16 03:30:43,43.591,25.4
2025-12-16 03:30:48,43.628,26.3
2025-12-16 03:30:53,43.628,25.6
2025-12-16 03:30:58,43.684,25.8
2025-12-16 03:31:03,43.759,25.6
2025-12-16 03:31:08,43.759,25.5
2025-12-16 03:31:13,43.759,25.7
2025-12-16 03:31:18,43.741,25.5
2025-12-16 03:31:23,43.797,25.5
2025-12-16 03:31:28,43.741,25.6
2025-12-16 03:31:33,43.722,25.7
2025-12-16 03:31:38,43.741,25.7
2025-12-16 03:31:43,43.722,25.8
2025-12-16 03:31:48,43.741,25.5
2025-12-16 03:31:53,43.647,25.6
2025-12-16 03:31:58,43.703,25.5
2025-12-16 03:32:03,43.647,25.5
2025-12-16 03:32:08,43.553,25.5
2025-12-16 03:32:13,43.741,25.4
2025-12-16 03:32:18,43.741,25.5
2025-12-16 03:32:23,43.722,25.6
2025-12-16 03:32:28,43.628,25.5
2025-12-16 03:32:33,43.666,25.5
2025-12-16 03:32:38,43.628,25.3
2025-12-16 03:32:43,43.703,25.7
2025-12-16 03:32:48,43.553,25.4
2025-12-16 03:32:53,43.553,25.7
